prix,Kilométrage,Mise en circulation,Énergie,Boite vitesse,Puissance fiscale,Transmission,Carrosserie,Date de l'annonce,Gouvernorat,Marque,Modèle,Couleur extérieure,Couleur intérieure,Sellerie,Nombre de places,Nombre de portes,Cylindrée,ABS,Airbags frontaux,Airbags latéraux,Airbags rideaux,Alarme anti-intrusion,Anti-démarrage électronique,Anti-patinage,Contrôle de pression des pneus,Fixations ISOFIX,Pneumatiques runflat,Radiateur tropicalisé,Caméra de recul,Caméras 360,Coffre électrique,Jantes en alliage,Radar de recul,Peinture métallisée,Feux à LED,Phares au xénon,Phares Full LED,Antibrouillards,Lave Phares,Toit ouvrant,Toit panoramique,Vitres teintées,Accoudoir avant,Accoudoir arrière,Affichage tête haute,Autoradio,Autoradio CD,Autoradio CD/Mp3,Apple Carplay,Android Auto,Bluetooth,Boîte à gants réfrigérée,Chargeur CD,"Connectivité Aux, usb, iPod",Navigation,Palettes au volant,Sièges sport,Sièges chauffants,Sièges massants,Sièges ventilés,Sièges réglables en hauteur,Sièges électriques,Vitres teintées,Volant/levier de vitesse en cuir,Volant multi-fonctions,3 appuis têtes arrières,Volant réglable hauteur/profondeur,Volant chauffant,Instrumentation numérique,Allumage automatique des feux,Accès sans clé,Bouton Start & Stop,Climatisation,Climatisation automatique,Direction assistée,Détecteur de pluie,Fermeture centralisée,Ordinateur de bord,Régulateur de vitesse,Conduite semi-autonome,Rétroviseurs électriques,Rétroviseurs rabattables,Vitres électriques,Suspension pneumatique,Parkassist
49 000,150 000km,09.2015,Essence,Manuelle,6cv,Traction,Compacte,16.12.2024,Tunis,Mazda,3,Noir,Noir,Tissu,5,5,1600cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77 000,110 000km,08.2017,Essence,Automatique,9cv,Propulsion,SUV/4x4,16.12.2024,Tunis,Peugeot,3008,Blanc,Noir,Cuir intégral,5,5,1600cm³,true,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,true,NA,true,NA,true,NA,NA,NA,true,NA,true,true,true,true,true,NA,NA,true,true,true,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,true,NA,true,true,true,true,true,NA,NA,true,true,true,NA,true,true,true,NA,true,true,NA,true,true,true,NA,NA
37 500,300 000km,08.2000,Essence,Manuelle,10cv,Traction,Coupé,16.12.2024,Ariana,BMW,Série 3,Gris argent,Gris,Similicuir,4,2,2500cm³,NA,NA,NA,true,true,true,true,true,NA,NA,NA,NA,NA,NA,true,NA,NA,true,NA,NA,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,true,NA,NA,true,true,NA,NA,NA,NA,NA,NA,true,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,NA,NA,true,true,NA,true,NA,NA,NA,NA
52 500,80 000km,09.2018,Essence,Manuelle,5cv,Traction,Coupé,16.12.2024,Ariana,KIA,Rio 5p,Gris Shark,Noir,Tissu,5,4,1200cm³,true,NA,NA,true,NA,true,NA,true,true,true,NA,true,NA,NA,true,true,true,NA,true,true,true,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,true,true,true,true,true,NA,true,true,true,true,true,NA,true,NA,NA,NA,true,true,NA,NA,true,true,NA,NA,NA,NA,NA,true,NA,true,NA,true,true,NA,true,true,NA
62 000,280 000km,05.2013,Essence,Automatique,10cv,Traction,Citadine,16.12.2024,Ariana,BMW,Série 3,Blanc,Noir,Cuir intégral,5,4,2000cm³,true,NA,NA,NA,true,NA,NA,true,true,true,NA,NA,NA,true,NA,true,true,true,NA,true,true,NA,NA,NA,true,true,true,NA,NA,NA,NA,true,true,true,NA,NA,true,true,true,NA,true,NA,NA,true,true,true,true,true,true,NA,NA,true,NA,true,NA,NA,NA,NA,true,true,NA,true,true,true,true,NA,true,true
25 500,200 000km,05.2011,Essence,Manuelle,5cv,Propulsion,Compacte,16.12.2024,Ariana,Citroën,C1,Noir,Noir,Similicuir,5,4,1200cm³,true,NA,NA,true,true,true,true,NA,true,true,true,true,NA,true,NA,true,NA,NA,true,NA,NA,true,NA,NA,NA,true,NA,true,true,true,true,NA,NA,true,NA,NA,true,NA,true,true,true,NA,true,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,true,true,true,true,NA,true,NA,true
39 000,310 000km,11.2003,Diesel,Manuelle,11cv,Traction,Citadine,16.12.2024,Ariana,BMW,X5,Noir,Noir,Cuir intégral,5,4,3000cm³,NA,NA,NA,true,NA,true,true,true,true,true,NA,NA,NA,true,NA,true,NA,true,NA,true,true,true,true,true,true,NA,NA,NA,true,NA,true,true,NA,true,NA,true,NA,true,true,true,true,true,NA,true,NA,true,true,NA,true,NA,true,NA,true,NA,true,NA,true,true,true,true,true,NA,NA,true,true,NA,true,true
33 900,70 000km,02.2022,Essence,Manuelle,4cv,Traction,Compacte,16.12.2024,Tunis,Toyota,Agya,Gris anthracite,Noir,Tissu,5,5,1000cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83 500,80 000km,03.2021,Essence,Automatique,8cv,Traction,SUV/4x4,16.12.2024,Tunis,Jeep,Renegade,Blanc,Noir,Tissu,5,5,1400cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98 000,43 000km,09.2022,Essence,Automatique,11cv,Propulsion,SUV/4x4,16.12.2024,Tunis,Chery,Tiggo 8 Pro,Marron,Marron,Similicuir,7,5,1600cm³,true,true,NA,true,true,true,true,true,true,NA,NA,NA,true,true,true,true,true,NA,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,NA,true,true,true,true,true,true,NA,NA,true,true,true,true,true,true,true,NA,NA,true,true,true,NA,true,true,true,NA,true,true,NA,true,true,true,NA,NA
42 900,110 000km,04.2015,Essence,Manuelle,5cv,Traction,Compacte,16.12.2024,Tunis,Renault,Clio,Rouge,Rouge,Tissu,5,5,1200cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39 500,104 000km,07.2018,Essence,Manuelle,6cv,Intégrale,Citadine,16.12.2024,Tunis,Great Wall,M4,Gris argent,Noir,Similicuir,5,4,1500cm³,true,true,true,true,true,true,true,NA,true,true,NA,true,true,true,true,NA,true,true,NA,true,NA,true,true,true,NA,true,true,true,true,true,NA,true,true,true,NA,true,true,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,true,true,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA
68 000,210 000km,04.2017,Essence,Automatique,8cv,Propulsion,Berline,16.12.2024,Tunis,Audi,A4,Blanc,Noir,Cuir partiel,5,5,1600cm³,true,NA,true,true,true,NA,true,true,true,NA,NA,NA,NA,NA,true,true,NA,true,NA,NA,true,NA,NA,NA,true,true,true,true,NA,true,true,NA,NA,true,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,true,NA,NA,true,true,true,NA,true,true,true,true,true,true,NA,true,true,NA,NA,NA
225 000,10 000km,04.2021,Essence,Automatique,10cv,Traction,Coupé,16.12.2024,Tunis,BMW,Série 4 Coupé,Noir,Beige,Cuir partiel,5,3,2000cm³,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,true,true,NA,NA,true,true,NA,true,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,true,true,true,NA,true,true,true,NA,true,true,true,NA,true,true,true,true,true,true,true,true,true,true,NA,true
65 000,170 000km,08.2013,Essence,Automatique,7cv,Traction,Citadine,16.12.2024,Ariana,BMW,Série 3,Noir,Rouge,Cuir intégral,5,4,1600cm³,true,NA,true,true,true,true,true,true,true,NA,NA,NA,true,true,NA,true,true,true,NA,true,true,NA,true,true,true,true,NA,NA,true,true,NA,true,true,true,true,true,NA,true,NA,true,true,true,true,true,true,true,true,NA,true,true,NA,true,NA,NA,true,true,true,true,true,true,true,true,true,true,true,NA,NA,NA
59 000,270 000km,08.2011,Diesel,Automatique,10cv,Traction,Citadine,16.12.2024,Ariana,BMW,Série 5,Noir,Marron,Cuir intégral,5,4,2000cm³,NA,NA,true,true,NA,NA,true,true,NA,NA,true,true,NA,true,NA,true,NA,true,true,true,true,true,true,NA,true,NA,true,true,NA,NA,true,NA,NA,true,NA,true,NA,true,true,true,true,NA,NA,true,true,true,true,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,true,true,NA,true,true,NA,true,true,true,NA,NA
34 900,90 000km,02.2019,Essence,Manuelle,5cv,Traction,Berline,16.12.2024,Tunis,Hyundai,Grand i10 Sedan,Bleu,Noir,Tissu,5,5,1200cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92 500,80 000km,09.2021,Essence,Automatique,9cv,Traction,SUV/4x4,16.12.2024,Tunis,Ssangyong,Korando,Blanc,Noir,Cuir intégral,5,5,1500cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240 000,100 000km,06.2021,Hybride rechargeable diesel,Automatique,11cv,Traction,Berline,16.12.2024,Tunis,Mercedes-Benz,Classe E,Noir,Noir,Cuir partiel,5,5,2000cm³,true,true,true,true,true,true,true,true,true,true,NA,true,true,true,true,NA,true,NA,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,NA,true,true,true,true,true,true,true,NA,true
54 000,20 000km,09.2021,Essence,Manuelle,5cv,Traction,Citadine,16.12.2024,Ariana,Dacia,Logan,Gris Shark,Noir,Tissu,5,4,1200cm³,true,NA,NA,true,NA,true,true,true,NA,NA,NA,NA,NA,NA,true,true,true,NA,true,true,true,true,NA,true,NA,NA,NA,NA,NA,NA,NA,true,NA,true,true,NA,true,true,true,true,true,true,true,NA,true,NA,NA,true,NA,NA,NA,NA,NA,NA,true,NA,true,true,true,true,true,true,NA,NA,true,NA,NA,true
75 000,160 000km,04.2021,Essence,Automatique,7cv,Propulsion,SUV/4x4,16.12.2024,Ariana,Ssangyong,Korando,Bleu,Noir,Cuir intégral,5,4,1600cm³,NA,NA,true,NA,NA,true,true,true,true,true,true,true,NA,NA,NA,true,true,NA,true,true,true,NA,true,true,true,true,NA,NA,true,true,true,NA,NA,true,true,true,NA,NA,true,NA,true,NA,true,true,NA,true,true,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,true,true,true,true,true,true,NA,NA,NA,NA,true
57 000,49 000km,08.2019,Essence,Manuelle,7cv,Propulsion,SUV/4x4,16.12.2024,Tunis,MG,ZS,Rouge,Noir,Cuir intégral,5,5,1500cm³,true,NA,true,NA,NA,NA,NA,NA,true,NA,NA,true,NA,NA,true,NA,NA,true,NA,NA,true,NA,NA,NA,NA,true,true,NA,true,true,true,NA,NA,true,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,NA,true,true,true,NA,NA,true,true,true,NA,true,true,NA,true,NA,NA,NA,NA
33 900,160 000km,11.2015,Essence,Manuelle,5cv,Traction,Compacte,16.12.2024,Tunis,Nissan,Micra,Rouge,Gris,Tissu,5,5,1200cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58 000,148 000km,01.2020,Diesel,Manuelle,6cv,Intégrale,Compacte,16.12.2024,Tunis,Citroën,C4 Cactus,Gris Shark,Noir,Velours,5,4,1500cm³,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,true,true,true,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,true,true,true,true,NA,true,true,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,NA,NA
46 500,150 000km,05.2021,Essence,Manuelle,5cv,Traction,Berline,16.12.2024,Tunis,Volkswagen,Polo Sedan,Noir,Noir,Similicuir,5,5,1400cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95 000,190 000km,11.2010,Diesel,Automatique,15cv,Traction,SUV/4x4,16.12.2024,Ariana,BMW,X6,Noir,Beige,Similicuir,4,4,3000cm³,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,NA,true,true,true,true,true,true,NA,NA,true,true,true,true,true,true,NA,true,true,true,true,true,NA,NA,true,NA,true,true,true,true,NA,true,true,true,true,true,true,true,true,NA,NA,true
92 000,150 000km,11.2009,Essence,Automatique,31cv,Traction,Berline,16.12.2024,Ariana,BMW,Série 7,Noir,Beige,Cuir intégral,5,4,5000cm³,true,true,true,true,true,true,true,NA,true,true,NA,true,true,true,NA,true,true,NA,true,true,true,true,true,true,true,NA,NA,NA,true,true,true,true,NA,true,NA,true,true,true,true,true,NA,true,true,true,NA,true,true,NA,true,NA,NA,true,NA,NA,NA,NA,true,true,true,true,true,true,NA,true,true,NA,true,true
39 000,222 000km,10.2014,Diesel,Manuelle,6cv,Intégrale,Compacte,16.12.2024,Tunis,Citroën,C4,Blanc,Noir,Similicuir,5,4,1600cm³,true,true,true,true,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,NA,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78 000,160 000km,10.2013,Essence,Automatique,8cv,Intégrale,Berline,16.12.2024,Tunis,Mercedes-Benz,CLA,Gris argent,Noir,Alcantara,5,4,1800cm³,true,true,true,true,true,true,true,true,NA,true,NA,true,NA,true,true,true,true,NA,true,true,true,NA,true,true,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,true,true,true,NA,true,true,true,true,true,true,true,true,NA,NA,true,true,true,true,true,true,true,true,true,true,true,NA
44 500,19 000km,03.2022,Essence,Manuelle,4cv,Traction,Compacte,16.12.2024,Tunis,Hyundai,Grand i10,Noir,Noir,Tissu,5,5,1000cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42 900,90 000km,01.2022,Essence,Manuelle,5cv,Traction,Compacte,16.12.2024,Tunis,KIA,Picanto,Gris argent,Noir,Tissu,5,5,1200cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50 000,155 000km,03.2020,Essence,Manuelle,7cv,Propulsion,Coupé,16.12.2024,Tunis,Renault,Megane,Gris argent,Noir,Cuir partiel,5,5,1200cm³,true,true,NA,true,NA,NA,NA,true,true,NA,NA,NA,NA,NA,true,NA,NA,true,NA,NA,true,NA,NA,NA,NA,true,true,NA,NA,NA,true,NA,NA,true,NA,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,NA,NA,NA,NA,NA,true,NA,true,true,NA,true,true,NA,true,NA,NA,NA,NA
85 000,250 000km,09.2011,Diesel,Automatique,10cv,Traction,Citadine,16.12.2024,Ariana,Mercedes-Benz,CLS,Beige,Noir,Cuir intégral,5,4,3000cm³,NA,NA,NA,true,true,true,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,true,true,true,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,true,NA,true,true,NA,true,true,true,true,NA,NA,NA,NA,NA,NA,NA,true,true,true,NA,NA,NA,true,NA,true,NA,true,true,NA,true,NA,true,NA,NA,true,true,true,NA
74 000,26 000km,04.2022,Diesel,Manuelle,10cv,Propulsion,Autres,16.12.2024,Ariana,Hyundai Trucks,H350,Noir,Noir,Tissu,3,4,1900cm³,NA,NA,NA,true,true,true,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,true,NA,NA,NA,true,NA,true,NA,true,NA,true,true,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,true,true,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA
57 000,120 000km,08.2019,Essence,Automatique,5cv,Propulsion,Berline,16.12.2024,Ariana,Volkswagen,Golf 7,Noir,Noir,Tissu,5,4,1200cm³,true,NA,NA,true,NA,NA,NA,true,true,NA,NA,NA,NA,NA,true,NA,NA,NA,true,NA,NA,NA,true,NA,true,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,NA,NA,NA,NA,NA,true,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,true,NA,true,NA,NA,NA
65 000,65 000km,03.2016,Essence,Automatique,10cv,Traction,SUV/4x4,16.12.2024,Tunis,Jeep,Compass,Gris argent,Marron,Cuir intégral,5,5,1400cm³,true,NA,true,NA,NA,NA,NA,true,true,NA,NA,true,NA,NA,true,true,NA,NA,NA,NA,true,NA,NA,NA,true,true,true,NA,NA,NA,true,NA,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,true,NA,NA,NA,true,NA,NA,NA,NA,NA,true,true,true,true,NA,NA,true,true,NA,NA
135 000,41 000km,01.2018,Essence,Automatique,16cv,Traction,Berline,16.12.2024,Tunis,Jaguar,XF,Gris argent,Beige,Cuir partiel,5,5,2000cm³,true,true,true,true,NA,true,true,true,true,NA,NA,true,NA,NA,true,true,true,NA,true,true,true,NA,true,NA,true,true,true,true,true,true,NA,NA,true,NA,NA,NA,true,true,true,true,NA,NA,NA,NA,true,true,true,true,true,true,NA,NA,true,true,true,NA,true,true,true,true,true,true,NA,true,true,true,NA,NA
49 000,61 000km,08.2018,Essence,Automatique,6cv,Intégrale,SUV/4x4,16.12.2024,Tunis,Peugeot,2008,Rouge,Noir,Tissu,5,5,1200cm³,true,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,NA,true,true,NA,true,NA,true,NA,true,true,true,true,true,true,true,true,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,true,true,true,NA,true,NA,NA,NA,NA,NA,NA,NA
52 000,96 000km,10.2014,Essence,Automatique,6cv,Intégrale,Compacte,16.12.2024,Tunis,Seat,Leon,Gris Shark,Noir,Tissu,5,5,1200cm³,true,true,true,true,true,true,true,true,true,NA,NA,NA,NA,NA,true,true,true,true,true,NA,NA,NA,true,true,NA,true,true,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,true,true,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118 000,154 000km,07.2018,Essence,Automatique,9cv,Traction,Berline,16.12.2024,Tunis,Mercedes-Benz,Classe E,Bleu,Gris,Cuir intégral,5,5,1600cm³,true,true,true,true,true,true,NA,true,true,true,NA,NA,NA,NA,true,true,true,NA,NA,true,true,NA,NA,NA,true,true,true,NA,true,true,true,NA,NA,true,NA,NA,true,true,true,NA,NA,NA,true,NA,true,true,true,true,true,true,NA,NA,true,true,true,NA,true,true,true,NA,true,true,NA,true,true,true,NA,true
128 000,107 000km,07.2018,Essence,Automatique,9cv,Traction,Berline,16.12.2024,Tunis,Mercedes-Benz,Classe E,Noir,Marron,Cuir intégral,5,5,1600cm³,true,true,true,true,true,true,true,true,true,true,NA,NA,NA,NA,true,true,true,NA,NA,true,true,NA,NA,NA,true,true,true,true,true,true,true,NA,NA,true,true,NA,true,true,true,NA,true,NA,NA,true,true,true,true,true,true,true,NA,NA,true,true,true,NA,true,true,true,true,true,true,NA,true,true,true,NA,true
79 000,200 000km,02.2016,Diesel,Manuelle,10cv,Intégrale,SUV/4x4,16.12.2024,Tunis,Volkswagen,Amarok,Gris argent,Noir,Cuir intégral,5,4,2000cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110 000,120 000km,01.2019,Essence,Automatique,8cv,Propulsion,Berline,16.12.2024,Tunis,Mercedes-Benz,Classe C,Noir,Noir,Tissu,5,5,2000cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33 800,150 000km,06.2021,Diesel,Manuelle,6cv,Traction,Autres,16.12.2024,Tunis,Dacia,Dokker Van,Blanc,Noir,Tissu,2,4,1500cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153 000,142 000km,06.2017,Essence,Automatique,12cv,Traction,SUV/4x4,16.12.2024,Tunis,Mercedes-Benz,GLC,Blanc,Noir,Cuir intégral,5,5,2000cm³,true,true,true,true,NA,true,true,true,true,true,NA,true,NA,NA,true,true,NA,NA,NA,true,true,NA,true,true,true,true,true,true,true,true,true,NA,NA,true,true,NA,true,NA,true,NA,true,NA,NA,true,true,true,true,true,true,true,NA,NA,true,NA,NA,NA,true,true,true,true,true,true,NA,true,true,true,NA,NA
48 000,136 000km,06.2018,Essence,Automatique,7cv,Propulsion,Coupé,16.12.2024,Tunis,Ford,Focus,Noir,Noir,Velours,5,5,1000cm³,true,true,NA,NA,NA,NA,NA,true,true,NA,NA,true,NA,NA,true,true,NA,true,NA,NA,true,NA,NA,NA,NA,true,NA,NA,true,true,true,NA,NA,true,NA,NA,true,NA,NA,NA,NA,NA,NA,true,NA,NA,true,true,true,true,NA,NA,true,true,true,NA,true,true,true,NA,true,true,NA,true,true,NA,NA,NA
189 000,200 000km,03.2016,Diesel,Automatique,16cv,Intégrale,SUV/4x4,16.12.2024,Tunis,Land Rover,Range Rover Sport,Noir,Noir,Cuir intégral,5,5,3000cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115 000,16 000km,01.2010,Essence,Automatique,28cv,Intégrale,Coupé,16.12.2024,Tunis,Ford,Mustang,Gris argent,Beige,Velours,4,2,4000cm³,true,true,NA,true,true,NA,true,NA,true,NA,NA,NA,NA,NA,true,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,true,NA,true,true,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115 000,16 000km,01.2010,Essence,Automatique,28cv,Intégrale,Coupé,16.12.2024,Tunis,Ford,Mustang,Gris argent,Beige,Velours,4,2,4000cm³,true,true,NA,true,true,NA,true,NA,true,NA,NA,NA,NA,NA,true,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,true,NA,true,true,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375 000,74 000km,09.2021,Hybride rechargeable diesel,Automatique,8cv,Propulsion,SUV/4x4,16.12.2024,Tunis,Mercedes-Benz,GLE Coupé,Blanc,Noir,Alcantara,5,4,3500cm³,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
