prix,Kilométrage,Mise en circulation,Énergie,Boite vitesse,Puissance fiscale,Transmission,Carrosserie,Date de l'annonce,Gouvernorat,Marque,Modèle,Couleur extérieure,Couleur intérieure,Sellerie,Nombre de places,Nombre de portes,Cylindrée,ABS,Airbags frontaux,Airbags latéraux,Airbags rideaux,Alarme anti-intrusion,Anti-démarrage électronique,Anti-patinage,Contrôle de pression des pneus,Fixations ISOFIX,Pneumatiques runflat,Radiateur tropicalisé,Caméra de recul,Caméras 360,Coffre électrique,Jantes en alliage,Radar de recul,Peinture métallisée,Feux à LED,Phares au xénon,Phares Full LED,Antibrouillards,Lave Phares,Toit ouvrant,Toit panoramique,Vitres teintées,Accoudoir avant,Accoudoir arrière,Affichage tête haute,Autoradio,Autoradio CD,Autoradio CD/Mp3,Apple Carplay,Android Auto,Bluetooth,Boîte à gants réfrigérée,Chargeur CD,"Connectivité Aux, usb, iPod",Navigation,Palettes au volant,Sièges sport,Sièges chauffants,Sièges massants,Sièges ventilés,Sièges réglables en hauteur,Sièges électriques,Vitres teintées,Volant/levier de vitesse en cuir,Volant multi-fonctions,3 appuis têtes arrières,Volant réglable hauteur/profondeur,Volant chauffant,Instrumentation numérique,Allumage automatique des feux,Accès sans clé,Bouton Start & Stop,Climatisation,Climatisation automatique,Direction assistée,Détecteur de pluie,Fermeture centralisée,Ordinateur de bord,Régulateur de vitesse,Conduite semi-autonome,Rétroviseurs électriques,Rétroviseurs rabattables,Vitres électriques,Suspension pneumatique,Parkassist
45 000,216 000km,07.2015,Essence,Manuelle,5cv,Traction,Compacte,11.12.2024,La Manouba,Volkswagen,Golf 7,Gris anthracite,Gris,Cuir intégral,5,5,1197cm³,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,true,NA,NA,NA,NA,true,true,NA,NA
38 000,61 000km,10.2021,Essence,Manuelle,6cv,Traction,Autres,11.12.2024,Gabès,Geely,GC6,Beige,Marron,Cuir partiel,5,4,1498cm³,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,true,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,true,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA
85 000,100 000km,12.2019,Essence,Automatique,6cv,Traction,SUV/4x4,11.12.2024,Ariana,Suzuki,Jimny 3 portes,Noir,Noir,Tissu,5,3,899cm³,true,true,true,true,NA,true,true,true,true,true,true,true,NA,NA,true,true,true,true,true,true,true,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28 000,414 000km,08.2006,Diesel,Manuelle,5cv,Traction,Citadine,11.12.2024,Tunis,Audi,A3,Noir,Beige,Tissu,5,4,1896cm³,true,true,true,NA,true,true,true,NA,NA,NA,NA,NA,NA,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,true,true,NA,NA,true,NA,NA,NA,NA,true,NA,NA,true,NA,true,NA,NA,NA,NA,true,NA,true,true,true,NA,true,NA,NA,NA,NA,true,true,NA,true,NA,true,NA,true,true,true,NA,true,NA,NA
88 000,224 000km,10.2019,Diesel,Manuelle,7cv,Traction,Autres,11.12.2024,Ariana,Volkswagen,Transporter Combi 6.1,Noir,Noir,Tissu,9,3,899cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34 500,249 000km,09.2013,Diesel,Manuelle,7cv,Traction,Utilitaire,11.12.2024,Monastir,Volkswagen,Transporter Fourgon 6.1,Blanc,Noir,Similicuir,3,4,1968cm³,true,true,true,true,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,true,NA,NA,NA,true,NA,true,NA,NA
69 000,95 000km,04.2020,Essence,Automatique,8cv,Traction,SUV/4x4,11.12.2024,Sousse,Ssangyong,Tivoli,Blanc,Noir,Cuir intégral,5,5,1600cm³,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,NA,true,true,true,true,true,true,true,true,true,true,NA,true,true,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true
42 500,148 800km,06.2008,Essence,Manuelle,5cv,Traction,Compacte,11.12.2024,Tunis,Volkswagen,Golf 6,Gris argent,Noir,Tissu,5,5,1390cm³,true,true,true,true,NA,NA,true,NA,true,NA,true,NA,NA,NA,true,true,true,NA,NA,NA,true,true,NA,NA,true,NA,true,true,true,NA,NA,NA,true,true,true,NA,NA,NA,NA,NA,true,NA,NA,true,NA,true,true,NA,true,true,NA,NA,true,NA,NA,true,NA,true,true,true,NA,NA,NA,true,NA,true,NA,NA
34 000,136 000km,09.2014,Essence,Manuelle,5cv,Traction,SUV/4x4,11.12.2024,Ariana,Peugeot,2008,Blanc,Noir,Tissu,5,5,1199cm³,true,true,NA,true,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76 000,72 000km,12.2018,Essence,Automatique,7cv,Traction,Berline,11.12.2024,Nabeul,BMW,Série 1,Noir,Noir,Tissu,5,4,1499cm³,true,true,true,true,NA,NA,true,true,NA,NA,NA,NA,NA,NA,NA,true,true,true,NA,true,true,NA,NA,NA,NA,true,NA,true,NA,NA,true,NA,NA,true,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,NA,NA,true,NA,true,true,true,true,true,true,NA,true,NA,NA,NA,true,NA,NA
41 000,235 000km,04.2010,Diesel,Manuelle,5cv,Traction,Berline,11.12.2024,Ben Arous,Volkswagen,Golf 6,Noir,Gris,Similicuir,5,5,1600cm³,true,true,true,NA,true,true,true,true,true,NA,NA,true,NA,NA,true,true,true,true,NA,NA,true,true,true,NA,true,true,true,true,true,NA,true,NA,NA,true,NA,NA,true,NA,true,true,true,NA,NA,true,NA,true,true,true,true,true,NA,NA,true,NA,NA,true,NA,true,true,true,true,true,NA,true,NA,true,NA,true
27 000,200 000km,08.2011,Essence,Manuelle,9cv,Traction,Berline,11.12.2024,Ariana,Peugeot,508,Noir,Noir,Similicuir,5,5,1598cm³,true,true,true,true,true,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,true,NA,NA,true,true,NA,NA,true,true,true,NA,NA,true,true,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,true,NA,true,true,true,NA,true,NA,NA,true,NA,NA,true,true,NA,NA,true,true,true,NA,true,true,true,true,NA
62 000,68 000km,01.2018,Essence,Automatique,7cv,Propulsion,SUV/4x4,11.12.2024,Sousse,Renault,Kadjar,Noir,Noir,Similicuir,5,5,1200cm³,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46 000,160 000km,04.2016,Essence,Manuelle,5cv,Traction,Citadine,11.12.2024,Ariana,Mini,5 portes,Bleu,Noir,Cuir intégral,4,5,1198cm³,true,true,true,NA,true,true,true,NA,NA,true,true,NA,NA,true,NA,true,true,true,true,true,true,true,NA,NA,true,NA,NA,NA,true,NA,NA,NA,NA,true,true,NA,NA,true,true,true,NA,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,true,true,true,true,true,true,true,true,true,true
55 000,185 000km,06.2008,Diesel,Automatique,10cv,Traction,Berline,11.12.2024,Sousse,Mercedes-Benz,Classe C,Gris anthracite,Noir,Similicuir,5,5,2200cm³,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48 000,93 000km,07.2017,Essence,Manuelle,5cv,Propulsion,SUV/4x4,11.12.2024,Tunis,Peugeot,2008,Noir,Noir,Tissu,5,5,1200cm³,true,true,NA,NA,NA,true,true,NA,true,NA,true,true,NA,NA,true,true,true,true,NA,NA,true,NA,NA,true,true,true,NA,NA,true,NA,true,NA,NA,true,true,NA,true,NA,NA,NA,NA,NA,NA,true,NA,true,true,true,true,true,NA,true,true,NA,NA,true,true,true,true,true,true,true,NA,true,true,true,NA,NA
67 000,58 000km,01.2021,Essence,Manuelle,6cv,Intégrale,SUV/4x4,11.12.2024,Tunis,Seat,Arona,Noir,Gris,Tissu,5,5,1630cm³,true,true,true,NA,true,true,true,true,true,true,true,true,NA,NA,true,true,true,true,NA,true,true,NA,NA,NA,NA,true,NA,true,NA,NA,true,NA,true,true,NA,NA,true,NA,true,NA,NA,NA,NA,true,NA,NA,true,true,NA,true,NA,NA,true,NA,NA,true,NA,true,NA,true,true,true,NA,NA,true,true,NA,NA
178 000,70 000km,09.2021,Essence,Automatique,10cv,Traction,Berline,11.12.2024,Tunis,BMW,Série 5,Noir,Marron,Cuir intégral,4,5,1600cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145 000,67 000km,11.2019,Essence,Automatique,8cv,Propulsion,SUV/4x4,11.12.2024,Tunis,BMW,X2,Noir,Noir,Alcantara,5,4,1499cm³,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
49 500,124 000km,07.2017,Essence,Manuelle,6cv,Traction,Coupé,11.12.2024,Ben Arous,Mazda,3,Rouge,Beige,Cuir intégral,5,5,1500cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40 000,96 000km,03.2015,Essence,Manuelle,5cv,Traction,SUV/4x4,11.12.2024,Sfax,Peugeot,2008,Gris Shark,Noir,Tissu,5,5,1000cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115 000,83 000km,10.2019,Essence,Automatique,7cv,Propulsion,Berline,11.12.2024,Ariana,BMW,Série 4 Gran Coupé,Blanc,Marron,Cuir intégral,5,5,1499cm³,true,true,true,true,NA,NA,NA,true,true,NA,NA,true,NA,NA,true,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,true,true,true,true,true,NA,true,true,true,true,NA,true,NA,true,true,NA,true,true,true,true,true,true,NA,true,NA,true,true,true,true,true,true,true,true,true,NA,NA,NA,NA,true
49 000,250 000km,08.2007,Diesel,Automatique,10cv,Traction,Autres,11.12.2024,Sousse,BMW,Série 3 coupé,Noir,Beige,Cuir intégral,5,3,1995cm³,NA,NA,true,NA,true,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,NA,NA,NA,true,NA,NA,NA,NA,true,true,NA,NA
175 000,95 000km,10.2020,Essence,Automatique,12cv,Intégrale,SUV/4x4,11.12.2024,Tunis,Jaguar,E-Pace,Blanc,Noir,Cuir intégral,5,4,1999cm³,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
380 000,1 000km,05.2024,Hybride essence,Automatique,11cv,Propulsion,SUV/4x4,11.12.2024,Tunis,Mercedes-Benz,GLC Coupé,Gris anthracite,Noir,Cuir partiel,5,4,1989cm³,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
45 000,213 000km,09.2014,Diesel,Automatique,8cv,Intégrale,SUV/4x4,11.12.2024,Ariana,KIA,Carens,Gris argent,Noir,Cuir intégral,5,4,1685cm³,true,true,true,true,NA,true,true,true,true,true,true,true,NA,true,true,true,true,true,true,true,true,true,true,true,NA,true,true,NA,true,NA,NA,true,true,true,NA,NA,true,true,NA,true,NA,NA,true,true,true,NA,true,true,true,true,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,NA
95 000,111 000km,11.2019,Diesel,Automatique,7cv,Propulsion,Berline,11.12.2024,Médenine,Peugeot,508,Noir,Noir,Similicuir,5,5,1300cm³,true,true,true,true,true,true,true,true,true,NA,NA,true,NA,NA,true,true,true,true,NA,NA,NA,NA,NA,NA,true,true,true,NA,true,NA,NA,true,true,true,NA,NA,true,true,true,true,NA,NA,NA,NA,NA,true,NA,true,NA,true,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,NA
28 600,154 667km,12.2011,Essence,Automatique,15cv,Traction,SUV/4x4,11.12.2024,Tunis,Mazda,CX-7,Noir,Noir,Cuir intégral,4,4,1530cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150 000,140 000km,06.2008,Essence,Automatique,30cv,Propulsion,Cabriolet,11.12.2024,Tunis,BMW,M3,Noir,Noir,Cuir intégral,4,2,4000cm³,true,true,true,true,true,true,true,true,true,NA,NA,NA,NA,NA,true,true,true,NA,true,NA,true,true,NA,NA,NA,true,true,NA,true,true,true,NA,NA,true,true,true,true,true,true,true,NA,NA,NA,true,true,NA,true,true,NA,true,NA,true,true,NA,NA,true,true,true,true,true,true,true,NA,true,true,true,NA,true
65 000,122 000km,07.2016,Essence,Automatique,6cv,Traction,Berline,10.12.2024,Tunis,Audi,A3 Berline,Gris argent,Noir,Tissu,5,5,1200cm³,true,true,true,true,true,NA,true,NA,true,NA,NA,true,NA,NA,true,true,true,true,true,true,true,NA,NA,true,NA,true,NA,NA,true,NA,true,true,true,true,NA,NA,true,true,NA,NA,NA,NA,NA,true,NA,NA,true,NA,true,true,NA,NA,true,NA,NA,true,true,true,true,true,true,true,NA,true,NA,true,NA,NA
63 000,237 000km,01.2011,Diesel,Automatique,10cv,Traction,Autres,10.12.2024,Ariana,Audi,Q3,Gris Shark,Gris,Tissu,5,4,1968cm³,true,true,true,true,true,true,true,true,NA,NA,NA,true,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55 000,193 500km,07.2016,Essence,Manuelle,7cv,Traction,Berline,10.12.2024,Ariana,Volkswagen,Passat,Noir,Autre,Tissu,5,4,1395cm³,true,true,true,NA,true,true,true,true,true,NA,true,true,NA,NA,true,true,NA,NA,NA,NA,true,NA,NA,NA,true,true,true,NA,true,true,NA,NA,NA,true,true,true,NA,NA,NA,NA,NA,NA,NA,true,NA,true,true,true,NA,true,NA,NA,NA,NA,true,true,true,true,true,true,NA,true,NA,true,NA,true,NA,NA
61 500,158 800km,03.2019,Essence,Automatique,6cv,Traction,Compacte,10.12.2024,Tunis,Volkswagen,Golf 7,Noir,Gris,Tissu,5,5,1200cm³,true,true,true,NA,NA,NA,true,true,NA,NA,true,NA,NA,NA,true,NA,true,true,NA,NA,true,NA,NA,NA,true,true,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,true,true,true,NA,NA,NA,NA,NA,true,NA,true,NA,true,NA,NA,NA,NA,NA,true,NA,NA
75 000,165 000km,01.2020,Essence,Automatique,6cv,Traction,SUV/4x4,10.12.2024,Sfax,Toyota,C-HR,Gris argent,Noir,Tissu,5,5,1197cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30 000,204 000km,12.2010,Essence,Manuelle,7cv,Traction,Coupé,10.12.2024,Ariana,KIA,Cerato KOUP,Noir,Noir,Tissu,5,3,1591cm³,true,true,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36 000,360 000km,05.2016,Essence,Automatique,8cv,Traction,Berline,10.12.2024,Monastir,Skoda,Octavia,Blanc,Gris,Cuir intégral,5,5,1400cm³,true,true,true,true,NA,NA,true,NA,true,NA,NA,NA,NA,NA,true,true,NA,NA,true,NA,true,true,NA,NA,true,true,true,NA,true,NA,true,NA,NA,true,true,NA,true,NA,true,NA,NA,NA,NA,true,NA,true,true,true,true,true,NA,true,true,true,NA,true,true,true,true,true,true,NA,NA,true,true,true,NA,NA
38 000,82 675km,06.2021,Essence,Manuelle,4cv,Traction,Citadine,10.12.2024,Tunis,Fiat,Panda City Cross,Blanc,Noir,Tissu,5,5,1200cm³,true,true,true,NA,NA,true,true,true,true,NA,NA,NA,NA,NA,NA,true,true,true,NA,NA,true,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,true,NA,true,true,NA,NA,NA,NA,NA,true,true,NA,true,NA,true,true,NA,NA,NA,NA,NA,NA,NA
37 500,143 000km,06.2014,Essence,Manuelle,7cv,Propulsion,Autres,10.12.2024,Ariana,Peugeot,3008,Autre,Noir,Tissu,5,5,1598cm³,true,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,true,NA,NA,NA,NA,NA,NA,true,true,true,NA,NA,NA,true,NA,NA,true,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,true,NA,true,NA,NA,NA,NA,NA,NA,true,NA,true,true,true,true,true,NA,true,NA,true,NA,NA
88 940,40 000km,09.2019,Essence,Manuelle,5cv,Traction,Citadine,16.12.2024,Tunis,Volkswagen,Golf 7,Gris argent,Noir,Cuir partiel,5,5,1200cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59 000,200 000km,11.2014,Essence,Manuelle,7cv,Traction,Coupé,10.12.2024,Ariana,BMW,Série 1,Blanc,Noir,Alcantara,5,5,1598cm³,true,true,true,NA,NA,true,true,true,NA,true,NA,true,NA,NA,true,NA,true,NA,true,true,true,NA,NA,NA,true,true,true,NA,NA,NA,true,NA,NA,true,NA,NA,true,NA,NA,true,true,NA,NA,NA,NA,true,true,true,true,true,NA,NA,true,true,true,NA,true,true,true,true,true,true,NA,true,true,true,NA,NA
43 000,180 000km,11.2015,Essence,Manuelle,6cv,Intégrale,Coupé,10.12.2024,Ariana,Seat,Leon,Bleu,Autre,Tissu,5,3,1197cm³,true,true,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,NA,NA,NA,true,NA,true,NA,true,true,true,NA,NA,NA,true,NA,NA,true,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,true,true,NA,NA,NA,true,NA,NA,true,NA,true,NA,true,true,true,NA,true,NA,NA,NA,NA
115 000,15 000km,11.2023,Essence,Automatique,6cv,Traction,Compacte,10.12.2024,Ariana,Audi,A1 Sportback,Rouge,Gris,Tissu,5,5,999cm³,true,true,true,NA,true,NA,NA,true,NA,NA,NA,true,true,NA,true,true,true,true,NA,true,true,true,NA,NA,true,true,NA,NA,NA,NA,NA,true,true,true,NA,NA,NA,NA,true,true,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,true,true,true,true,true,true,true,true,true,true,true,true,true,true,NA,true
90 000,170 000km,03.2017,Diesel,Automatique,16cv,Traction,SUV/4x4,10.12.2024,Mahdia,Land Rover,Range Rover Evoque,Noir,Beige,Cuir intégral,5,4,1999cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78 000,207 000km,08.2014,Essence,Automatique,8cv,Propulsion,Berline,10.12.2024,Ariana,Mercedes-Benz,Classe C,Autre,Noir,Cuir partiel,5,4,1800cm³,true,true,true,true,true,true,true,true,true,true,true,NA,NA,NA,true,true,true,true,true,true,true,NA,NA,NA,true,true,true,NA,true,true,true,true,true,true,true,NA,true,true,true,true,NA,NA,NA,true,true,true,true,true,true,true,NA,NA,true,NA,NA,true,true,true,true,true,true,true,true,true,true,true,NA,true
52 000,90 500km,01.2020,Essence,Manuelle,6cv,Traction,Berline,10.12.2024,Sfax,KIA,Rio Berline,Bleu,Autre,Tissu,5,4,1193cm³,true,true,true,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,true,true,NA,NA,NA,NA,true,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,true,true,true,true,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,true,NA,true,true,true,true,NA,NA,true,true,NA,NA,NA
115 000,70 000km,12.2019,Essence,Automatique,7cv,Traction,Berline,10.12.2024,Tunis,BMW,Série 4 Gran Coupé,Noir,Beige,Similicuir,5,5,1499cm³,true,true,true,true,NA,true,true,true,true,true,NA,true,NA,true,true,true,NA,true,true,true,true,NA,true,NA,true,true,true,NA,true,NA,NA,true,NA,true,true,NA,true,true,true,NA,NA,NA,NA,true,NA,true,true,true,NA,true,NA,NA,true,NA,true,true,true,true,true,true,true,true,NA,true,true,true,NA,true
35 000,107 000km,06.2014,Essence,Automatique,5cv,Traction,Compacte,10.12.2024,Tunis,KIA,Picanto,Gris argent,Gris,Tissu,5,4,1000cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32 000,208 000km,03.2015,Essence,Manuelle,5cv,Traction,Citadine,10.12.2024,Nabeul,Hyundai,Grand i10,Orange,Autre,Tissu,5,5,1248cm³,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,true,NA,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,NA,NA,NA,NA,NA,true,true,NA,true,NA,true,NA,NA,NA,true,true,NA,NA,NA
30 000,137 000km,07.2020,Essence,Manuelle,4cv,Traction,Cabriolet,10.12.2024,Tunis,Wallyscar,Iris,Bleu,Noir,Tissu,4,3,1199cm³,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,true,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,true,NA,NA,NA,NA,NA,true,true,true,NA,true,NA,NA,NA,NA,NA,NA,NA,NA
